cnpj,situacao_atual,razao_social,SETOR,CNAE PRIMARIO,Porte,Municipio,SESI,SENAI,CNPJ_NORMALIZADO,CNAE_DIVISAO,EH_INDUSTRIA,CNPJ_BASICO,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,SEBRAE_cnpj,SEBRAE_situacao_atual,SEBRAE_razao_social,SEBRAE_SETOR,SEBRAE_CNAE PRIMARIO,SEBRAE_Porte,SEBRAE_Municipio,SEBRAE_SESI,SEBRAE_SENAI,SEBRAE_cnae_codigo_recuperado,SEBRAE_cnae_norm,SEBRAE_cnae_divisao,SEBRAE_secao,SEBRAE_setor,SEBRAE_subsetor,SEBRAE_e_industria,SEBRAE_auditoria,SEBRAE_elegivel_sebrae,SEBRAE_oportunidade_comercial,ENCONTRADO_SEBRAE,SEBRAE_ELEGIVEL,SEBRAE_OPORTUNIDADE_ORIGINAL,STATUS_SEBRAE,SEBRAE_OPORTUNIDADE,OPORTUNIDADE_SEBRAE,OPORTUNIDADE_SESI,OPORTUNIDADE_SENAI,OPORTUNIDADE_GERAL,OPORTUNIDADE_CROSS_SELL
69976199000194,ATIVA,TV CIDADE DE MACEIO LTDA,INDÚSTRIA,Telecomunicacoes por satelite,MICRO EMPRESA,Maceió,,,69976199000194,0,True,69976199,False,False,False,SEM RELACIONAMENTO,69976199000194.0,ATIVA,TV CIDADE DE MACEIO LTDA,INDÚSTRIA,Telecomunicacoes por satelite,MICRO EMPRESA,Maceió,,,6130-2/00,6130200.0,61.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
15155565000115,ATIVA,LUCIANGELA MONTEIRO DE MELO 06333292400,INDÚSTRIA,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",MICRO EMPRESA,Maceió,,,15155565000115,10,True,15155565,False,False,False,SEM RELACIONAMENTO,15155565000115.0,ATIVA,LUCIANGELA MONTEIRO DE MELO 06333292400,INDÚSTRIA,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",MICRO EMPRESA,Maceió,,,1422-3/00,1422300.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
40690094000192,ATIVA,BARAPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,INDÚSTRIA,Fabricacao de artefatos de material plastico para uso pessoal e domestico,MICRO EMPRESA,Maceió,,,40690094000192,10,True,40690094,False,False,False,SEM RELACIONAMENTO,40690094000192.0,ATIVA,BARAPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,INDÚSTRIA,Fabricacao de artefatos de material plastico para uso pessoal e domestico,MICRO EMPRESA,Maceió,,,2229-3/01,2229301.0,22.0,C,Industria de transformacao,Borracha e material plastico,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
21603692000132,ATIVA,J P DA SILVA GREGORIO,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,21603692000132.0,,21603692000132,10,True,21603692,True,False,False,SOMENTE SESI,21603692000132.0,ATIVA,J P DA SILVA GREGORIO,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,21603692000132.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO,SIM,CLIENTE,SENAI
12705368000134,ATIVA,GRF SOLUCOES LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,12705368000134,0,True,12705368,False,False,False,SEM RELACIONAMENTO,12705368000134.0,ATIVA,GRF SOLUCOES LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
16482426000169,ATIVA,DEMIRO MACEIO INCORPORACOES E INVESTIMENTOS IMOBILIARIOS LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,16482426000169,0,True,16482426,False,False,False,SEM RELACIONAMENTO,16482426000169.0,ATIVA,DEMIRO MACEIO INCORPORACOES E INVESTIMENTOS IMOBILIARIOS LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
37327835000160,ATIVA,J D ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,37327835000160,0,True,37327835,False,False,False,SEM RELACIONAMENTO,37327835000160.0,ATIVA,J D ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
35157241000123,ATIVA,OPARAH ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,35157241000123,0,True,35157241,False,False,False,SEM RELACIONAMENTO,35157241000123.0,ATIVA,OPARAH ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
48012351000149,ATIVA,UCHOA SPE 08 LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,48012351000149,0,True,48012351,False,False,False,SEM RELACIONAMENTO,48012351000149.0,ATIVA,UCHOA SPE 08 LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
12366340000110,ATIVA,MORADA ENGENHARIA E COMERCIO LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,12366340000110,0,True,12366340,False,False,False,SEM RELACIONAMENTO,12366340000110.0,ATIVA,MORADA ENGENHARIA E COMERCIO LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
10888204000164,ATIVA,JDSB PADARIA E MERCEARIA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,10888204000164,10,True,10888204,False,False,False,SEM RELACIONAMENTO,10888204000164.0,ATIVA,JDSB PADARIA E MERCEARIA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
54263459000107,ATIVA,MARGRANITO MARMORES E GRANITOS LTDA,INDÚSTRIA,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",MICRO EMPRESA,Maceió,,,54263459000107,0,True,54263459,False,False,False,SEM RELACIONAMENTO,54263459000107.0,ATIVA,MARGRANITO MARMORES E GRANITOS LTDA,INDÚSTRIA,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",MICRO EMPRESA,Maceió,,,2391-5/03,2391503.0,23.0,C,Industria de transformacao,Produtos de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
25368642000179,ATIVA,ATILA MAURICIO DA ROCHA 33697744704,INDÚSTRIA,Servicos de tratamento e revestimento em metais,MICRO EMPRESA,Maceió,,,25368642000179,0,True,25368642,False,False,False,SEM RELACIONAMENTO,25368642000179.0,ATIVA,ATILA MAURICIO DA ROCHA 33697744704,INDÚSTRIA,Servicos de tratamento e revestimento em metais,MICRO EMPRESA,Maceió,,,2539-0/02,2539002.0,25.0,C,Industria de transformacao,Produtos de metal (exceto maquinas),True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
42636303000145,ATIVA,J L BEZERRA NETO,INDÚSTRIA,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",MICRO EMPRESA,Maceió,,,42636303000145,0,True,42636303,False,False,False,SEM RELACIONAMENTO,42636303000145.0,ATIVA,J L BEZERRA NETO,INDÚSTRIA,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",MICRO EMPRESA,Maceió,,,4322-3/02,4322302.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
35365074000106,ATIVA,DUPLO J CONSTRUCOES E ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,35365074000106,0,True,35365074,False,False,False,SEM RELACIONAMENTO,35365074000106.0,ATIVA,DUPLO J CONSTRUCOES E ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
10787870000106,ATIVA,ZUQ SOLUCOES INTELIGENTES LTDA,INDÚSTRIA,Desenvolvimento e licenciamento de programas de computador nao customizaveis,PEQUENO PORTE,Maceió,,,10787870000106,0,True,10787870,False,False,False,SEM RELACIONAMENTO,10787870000106.0,ATIVA,ZUQ SOLUCOES INTELIGENTES LTDA,INDÚSTRIA,Desenvolvimento e licenciamento de programas de computador nao customizaveis,PEQUENO PORTE,Maceió,,,6203-1/00,6203100.0,62.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
46976541000150,ATIVA,W W M FERREIRA JUNIOR,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,46976541000150,0,True,46976541,False,False,False,SEM RELACIONAMENTO,46976541000150.0,ATIVA,W W M FERREIRA JUNIOR,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
39534183000160,ATIVA,PORTICO ESTRUTURA METALICA LTDA,INDÚSTRIA,Servicos de confeccao de armacoes metalicas para a construcao,MICRO EMPRESA,Maceió,,,39534183000160,10,True,39534183,False,False,False,SEM RELACIONAMENTO,39534183000160.0,ATIVA,PORTICO ESTRUTURA METALICA LTDA,INDÚSTRIA,Servicos de confeccao de armacoes metalicas para a construcao,MICRO EMPRESA,Maceió,,,2599-3/01,2599301.0,25.0,C,Industria de transformacao,Produtos de metal (exceto maquinas),True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
58543266000160,ATIVA,S M M DA CUNHA CONSTRUCOES E REFORMAS,INDÚSTRIA,Obras de alvenaria,PEQUENO PORTE,Maceió,,,58543266000160,0,True,58543266,False,False,False,SEM RELACIONAMENTO,58543266000160.0,ATIVA,S M M DA CUNHA CONSTRUCOES E REFORMAS,INDÚSTRIA,Obras de alvenaria,PEQUENO PORTE,Maceió,,,4399-1/03,4399103.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
14083518000140,ATIVA,JOSE FELIPE DOS SANTOS CAVALCANTE,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,14083518000140,10,True,14083518,False,False,False,SEM RELACIONAMENTO,14083518000140.0,ATIVA,JOSE FELIPE DOS SANTOS CAVALCANTE,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
20222815000122,ATIVA,ANTONIO CLAUDIO DE SOUZA ANDRADE,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Maceió,,,20222815000122,0,True,20222815,False,False,False,SEM RELACIONAMENTO,20222815000122.0,ATIVA,ANTONIO CLAUDIO DE SOUZA ANDRADE,INDÚSTRIA,Instalacao e manutencao eletrica,MICRO EMPRESA,Maceió,,,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
16526471000178,ATIVA,JOSE AUGUSTO DOMINGOS DOS SANTOS 04669354477,INDÚSTRIA,Fabricacao de esquadrias de metal,MICRO EMPRESA,Maceió,,,16526471000178,10,True,16526471,False,False,False,SEM RELACIONAMENTO,16526471000178.0,ATIVA,JOSE AUGUSTO DOMINGOS DOS SANTOS 04669354477,INDÚSTRIA,Fabricacao de esquadrias de metal,MICRO EMPRESA,Maceió,,,2512-8/00,2512800.0,25.0,C,Industria de transformacao,Produtos de metal (exceto maquinas),True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
12365979000180,ATIVA,PREVIA EMPREENDIMENTOS IMOBILIARIOS LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,12365979000180,0,True,12365979,False,False,False,SEM RELACIONAMENTO,12365979000180.0,ATIVA,PREVIA EMPREENDIMENTOS IMOBILIARIOS LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
60720293000103,ATIVA,CONSORCIO TRAVESSIA PALMEIRA,INDÚSTRIA,"Obras de urbanizacao - ruas, pracas e calcadas",DEMAIS,Maceió,,,60720293000103,0,True,60720293,False,False,False,SEM RELACIONAMENTO,60720293000103.0,ATIVA,CONSORCIO TRAVESSIA PALMEIRA,INDÚSTRIA,"Obras de urbanizacao - ruas, pracas e calcadas",DEMAIS,Maceió,,,4213-8/00,4213800.0,42.0,F,Construcao,Obras de infraestrutura,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
13459301000391,ATIVA,EQUATORIAL RENOVAVEIS S.A.,INDÚSTRIA,Comercio atacadista de energia eletrica,DEMAIS,Maceió,,,13459301000391,0,True,13459301,False,False,False,SEM RELACIONAMENTO,13459301000391.0,ATIVA,EQUATORIAL RENOVAVEIS S.A.,INDÚSTRIA,Comercio atacadista de energia eletrica,DEMAIS,Maceió,,,3513-1/00,3513100.0,35.0,D,Eletricidade e gas,"Eletricidade, gas e outras utilidades",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
36034646000137,ATIVA,FRANCISCO DE ASSIS DA SILVA 55772110934,INDÚSTRIA,Aplicacao de revestimentos e de resinas em interiores e exteriores,MICRO EMPRESA,Maceió,,,36034646000137,0,True,36034646,False,False,False,SEM RELACIONAMENTO,36034646000137.0,ATIVA,FRANCISCO DE ASSIS DA SILVA 55772110934,INDÚSTRIA,Aplicacao de revestimentos e de resinas em interiores e exteriores,MICRO EMPRESA,Maceió,,,4330-4/05,4330405.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
35749314000176,ATIVA,GUSTAVO CARDOSO PINTO BOTELHO,INDÚSTRIA,Impressao de material para uso publicitario,MICRO EMPRESA,Maceió,,,35749314000176,10,True,35749314,False,False,False,SEM RELACIONAMENTO,35749314000176.0,ATIVA,GUSTAVO CARDOSO PINTO BOTELHO,INDÚSTRIA,Impressao de material para uso publicitario,MICRO EMPRESA,Maceió,,,1813-0/01,1813001.0,18.0,C,Industria de transformacao,Impressao e reproducao de gravacoes,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
38240209000103,ATIVA,LC ENGENHARIA E EMPREENDIMENTOS LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,38240209000103.0,38240209000103,0,True,38240209,False,True,False,SOMENTE SENAI,38240209000103.0,ATIVA,LC ENGENHARIA E EMPREENDIMENTOS LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,38240209000103.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,NÃO,CLIENTE,SESI
31724769000186,ATIVA,KAMED S/A,INDÚSTRIA,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,DEMAIS,Maceió,,,31724769000186,10,True,31724769,False,False,False,SEM RELACIONAMENTO,31724769000186.0,ATIVA,KAMED S/A,INDÚSTRIA,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,DEMAIS,Maceió,,,3319-8/00,3319800.0,33.0,C,Industria de transformacao,"Manutencao, reparacao e instalacao de maquinas",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
54086391000138,ATIVA,TOP CAR PECAS E SERVICOS AUTOMOTIVOS LTDA,INDÚSTRIA,Manutencao e reparacao de tratores agricolas,MICRO EMPRESA,Maceió,,,54086391000138,10,True,54086391,False,False,False,SEM RELACIONAMENTO,54086391000138.0,ATIVA,TOP CAR PECAS E SERVICOS AUTOMOTIVOS LTDA,INDÚSTRIA,Manutencao e reparacao de tratores agricolas,MICRO EMPRESA,Maceió,,,3314-7/12,3314712.0,33.0,C,Industria de transformacao,"Manutencao, reparacao e instalacao de maquinas",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
52710574000157,ATIVA,QUALITY IN BOX LTDA,INDÚSTRIA,"Fabricacao de artigos de serralheria, exceto esquadrias",MICRO EMPRESA,Maceió,,,52710574000157,10,True,52710574,False,False,False,SEM RELACIONAMENTO,52710574000157.0,ATIVA,QUALITY IN BOX LTDA,INDÚSTRIA,"Fabricacao de artigos de serralheria, exceto esquadrias",MICRO EMPRESA,Maceió,,,2542-0/00,2542000.0,25.0,C,Industria de transformacao,Produtos de metal (exceto maquinas),True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
23934237000145,ATIVA,CONFEX CONFECCOES DE ROUPAS PROFISSIONAIS LTDA,INDÚSTRIA,"Confeccao de roupas profissionais, exceto sob medida",MICRO EMPRESA,Maceió,,,23934237000145,10,True,23934237,False,False,False,SEM RELACIONAMENTO,23934237000145.0,ATIVA,CONFEX CONFECCOES DE ROUPAS PROFISSIONAIS LTDA,INDÚSTRIA,"Confeccao de roupas profissionais, exceto sob medida",MICRO EMPRESA,Maceió,,,1413-4/01,1413401.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
10887669000109,ATIVA,KIOLA INDUSTRIA E COMERCIO LTDA,INDÚSTRIA,Fabricacao de saboes e detergentes sinteticos,PEQUENO PORTE,Maceió,10887669000109.0,10887669000109.0,10887669000109,10,True,10887669,True,True,True,SESI + SENAI,10887669000109.0,ATIVA,KIOLA INDUSTRIA E COMERCIO LTDA,INDÚSTRIA,Fabricacao de saboes e detergentes sinteticos,PEQUENO PORTE,Maceió,10887669000109.0,10887669000109.0,2061-4/00,2061400.0,20.0,C,Industria de transformacao,Produtos quimicos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO,NÃO,CLIENTE,NÃO
49476204000192,ATIVA,GSN LTDA,INDÚSTRIA,Manutencao e reparacao de equipamentos de transmissao para fins industriais,MICRO EMPRESA,Maceió,,,49476204000192,10,True,49476204,False,False,False,SEM RELACIONAMENTO,49476204000192.0,ATIVA,GSN LTDA,INDÚSTRIA,Manutencao e reparacao de equipamentos de transmissao para fins industriais,MICRO EMPRESA,Maceió,,,3314-7/05,3314705.0,33.0,C,Industria de transformacao,"Manutencao, reparacao e instalacao de maquinas",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
9617432000110,ATIVA,MW ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,9617432000110.0,,09617432000110,0,True,09617432,False,False,False,SEM RELACIONAMENTO,9617432000110.0,ATIVA,MW ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,9617432000110.0,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
58603619000170,ATIVA,GENESIS EMPREENDIMENTOS LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,,,58603619000170,0,True,58603619,False,False,False,SEM RELACIONAMENTO,58603619000170.0,ATIVA,GENESIS EMPREENDIMENTOS LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
62122626000128,ATIVA,ROMEIRO GUEDES SERVICOS DE ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,PEQUENO PORTE,Maceió,,,62122626000128,0,True,62122626,False,False,False,SEM RELACIONAMENTO,62122626000128.0,ATIVA,ROMEIRO GUEDES SERVICOS DE ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,PEQUENO PORTE,Maceió,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
54464465000122,ATIVA,MCMV CONSTRUCOES MACEIO SPE LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,,54464465000122,0,True,54464465,False,False,False,SEM RELACIONAMENTO,54464465000122.0,ATIVA,MCMV CONSTRUCOES MACEIO SPE LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
48878517000104,ATIVA,NETO DIESEL LTDA,INDÚSTRIA,Servicos de manutencao e reparacao mecanica de veiculos automotores,MICRO EMPRESA,Maceió,,,48878517000104,10,True,48878517,False,False,False,SEM RELACIONAMENTO,48878517000104.0,ATIVA,NETO DIESEL LTDA,INDÚSTRIA,Servicos de manutencao e reparacao mecanica de veiculos automotores,MICRO EMPRESA,Maceió,,,4520-0/01,4520001.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
